"Annee";"SectionCNU.ID";"QualificationDossiers.MCF";"QualificationQualifies.MCF";"PostesPublies.MCF";"Candidatures.MCF";"Candidats.MCF";"PostesPourvus.MCF";"Candidatures.MCF.F";"Candidatures.MCF.H";"Candidats.MCF.F";"Candidats.MCF.H";"Recrutes.MCF.F";"Recrutes.MCF.H"
2008;4;196;86;9;NA;NA;8;NA;NA;NA;NA;NA;NA
2008;5;272;132;81;NA;NA;71;NA;NA;NA;NA;NA;NA
2008;6;244;160;128;NA;NA;98;NA;NA;NA;NA;NA;NA
2008;7;271;165;33;NA;NA;32;NA;NA;NA;NA;NA;NA
2008;8;51;35;11;NA;NA;11;NA;NA;NA;NA;NA;NA
2008;9;244;135;52;NA;NA;51;NA;NA;NA;NA;NA;NA
2008;10;147;55;8;NA;NA;7;NA;NA;NA;NA;NA;NA
2008;11;206;149;86;NA;NA;73;NA;NA;NA;NA;NA;NA
2008;12;61;36;23;NA;NA;22;NA;NA;NA;NA;NA;NA
2008;13;44;31;8;NA;NA;7;NA;NA;NA;NA;NA;NA
2008;14;162;99;44;NA;NA;42;NA;NA;NA;NA;NA;NA
2008;15;93;79;19;NA;NA;18;NA;NA;NA;NA;NA;NA
2008;16;267;143;59;NA;NA;52;NA;NA;NA;NA;NA;NA
2008;17;207;114;23;NA;NA;23;NA;NA;NA;NA;NA;NA
2008;18;304;171;34;NA;NA;30;NA;NA;NA;NA;NA;NA
2008;19;389;190;30;NA;NA;29;NA;NA;NA;NA;NA;NA
2008;20;228;124;7;NA;NA;7;NA;NA;NA;NA;NA;NA
2008;21;196;121;35;NA;NA;34;NA;NA;NA;NA;NA;NA
2008;22;433;292;46;NA;NA;46;NA;NA;NA;NA;NA;NA
2008;23;224;144;33;NA;NA;31;NA;NA;NA;NA;NA;NA
2008;24;141;74;6;NA;NA;5;NA;NA;NA;NA;NA;NA
2008;25;240;220;38;NA;NA;38;NA;NA;NA;NA;NA;NA
2008;26;273;247;75;NA;NA;67;NA;NA;NA;NA;NA;NA
2008;27;662;478;115;NA;NA;114;NA;NA;NA;NA;NA;NA
2008;28;510;353;57;NA;NA;56;NA;NA;NA;NA;NA;NA
2008;29;115;96;17;NA;NA;16;NA;NA;NA;NA;NA;NA
2008;30;231;220;23;NA;NA;23;NA;NA;NA;NA;NA;NA
2008;31;447;340;48;NA;NA;47;NA;NA;NA;NA;NA;NA
2008;32;369;283;41;NA;NA;41;NA;NA;NA;NA;NA;NA
2008;33;329;288;37;NA;NA;34;NA;NA;NA;NA;NA;NA
2008;34;99;83;12;NA;NA;12;NA;NA;NA;NA;NA;NA
2008;35;137;119;30;NA;NA;28;NA;NA;NA;NA;NA;NA
2008;36;180;149;13;NA;NA;12;NA;NA;NA;NA;NA;NA
2008;37;101;79;7;NA;NA;7;NA;NA;NA;NA;NA;NA
2008;60;477;350;120;NA;NA;102;NA;NA;NA;NA;NA;NA
2008;61;417;259;65;NA;NA;60;NA;NA;NA;NA;NA;NA
2008;62;306;198;36;NA;NA;35;NA;NA;NA;NA;NA;NA
2008;63;262;182;56;NA;NA;53;NA;NA;NA;NA;NA;NA
2008;64;831;453;39;NA;NA;39;NA;NA;NA;NA;NA;NA
2008;65;755;509;36;NA;NA;36;NA;NA;NA;NA;NA;NA
2008;66;300;259;25;NA;NA;25;NA;NA;NA;NA;NA;NA
2008;67;329;238;31;NA;NA;30;NA;NA;NA;NA;NA;NA
2008;68;424;266;18;NA;NA;17;NA;NA;NA;NA;NA;NA
2008;69;215;172;15;NA;NA;13;NA;NA;NA;NA;NA;NA
2008;70;300;105;39;NA;NA;36;NA;NA;NA;NA;NA;NA
2008;71;263;100;34;NA;NA;32;NA;NA;NA;NA;NA;NA
2008;72;106;80;3;NA;NA;2;NA;NA;NA;NA;NA;NA
2008;73;27;14;2;NA;NA;1;NA;NA;NA;NA;NA;NA
2008;74;220;111;37;NA;NA;34;NA;NA;NA;NA;NA;NA
2008;76;0;0;1;NA;NA;1;NA;NA;NA;NA;NA;NA
2008;77;5;3;2;NA;NA;2;NA;NA;NA;NA;NA;NA
2008;85;178;105;27;NA;NA;25;NA;NA;NA;NA;NA;NA
2008;86;227;136;35;NA;NA;34;NA;NA;NA;NA;NA;NA
2008;87;286;136;20;NA;NA;19;NA;NA;NA;NA;NA;NA
2009;1;259;88;65;NA;225;NA;NA;NA;NA;NA;NA;NA
2009;2;210;42;58;NA;111;NA;NA;NA;NA;NA;NA;NA
2009;3;58;27;10;NA;69;NA;NA;NA;NA;NA;NA;NA
2009;4;269;101;16;NA;243;NA;NA;NA;NA;NA;NA;NA
2009;5;294;131;97;NA;286;NA;NA;NA;NA;NA;NA;NA
2009;6;273;162;126;NA;418;NA;NA;NA;NA;NA;NA;NA
2009;7;312;190;35;NA;392;NA;NA;NA;NA;NA;NA;NA
2009;8;59;47;10;NA;90;NA;NA;NA;NA;NA;NA;NA
2009;9;313;155;47;NA;558;NA;NA;NA;NA;NA;NA;NA
2009;10;140;59;5;NA;122;NA;NA;NA;NA;NA;NA;NA
2009;11;204;122;96;NA;344;NA;NA;NA;NA;NA;NA;NA
2009;12;61;45;20;NA;103;NA;NA;NA;NA;NA;NA;NA
2009;13;52;34;4;NA;40;NA;NA;NA;NA;NA;NA;NA
2009;14;184;100;58;NA;281;NA;NA;NA;NA;NA;NA;NA
2009;15;125;88;18;NA;90;NA;NA;NA;NA;NA;NA;NA
2009;16;282;139;66;NA;310;NA;NA;NA;NA;NA;NA;NA
2009;17;242;111;13;NA;267;NA;NA;NA;NA;NA;NA;NA
2009;18;367;198;34;NA;437;NA;NA;NA;NA;NA;NA;NA
2009;19;397;263;42;NA;564;NA;NA;NA;NA;NA;NA;NA
2009;20;242;119;7;NA;173;NA;NA;NA;NA;NA;NA;NA
2009;21;245;158;26;NA;263;NA;NA;NA;NA;NA;NA;NA
2009;22;493;313;41;NA;569;NA;NA;NA;NA;NA;NA;NA
2009;23;203;136;44;NA;307;NA;NA;NA;NA;NA;NA;NA
2009;24;155;74;14;NA;187;NA;NA;NA;NA;NA;NA;NA
2009;25;271;249;61;NA;499;NA;NA;NA;NA;NA;NA;NA
2009;26;311;256;86;NA;545;NA;NA;NA;NA;NA;NA;NA
2009;27;707;466;141;NA;689;NA;NA;NA;NA;NA;NA;NA
2009;28;444;373;43;NA;405;NA;NA;NA;NA;NA;NA;NA
2009;29;150;117;16;NA;135;NA;NA;NA;NA;NA;NA;NA
2009;30;270;232;20;NA;201;NA;NA;NA;NA;NA;NA;NA
2009;31;451;294;52;NA;400;NA;NA;NA;NA;NA;NA;NA
2009;32;441;278;50;NA;435;NA;NA;NA;NA;NA;NA;NA
2009;33;346;304;37;NA;304;NA;NA;NA;NA;NA;NA;NA
2009;34;138;121;11;NA;90;NA;NA;NA;NA;NA;NA;NA
2009;35;166;141;29;NA;163;NA;NA;NA;NA;NA;NA;NA
2009;36;163;127;7;NA;52;NA;NA;NA;NA;NA;NA;NA
2009;37;113;93;10;NA;53;NA;NA;NA;NA;NA;NA;NA
2009;60;448;311;118;NA;432;NA;NA;NA;NA;NA;NA;NA
2009;61;364;219;58;NA;349;NA;NA;NA;NA;NA;NA;NA
2009;62;302;185;45;NA;241;NA;NA;NA;NA;NA;NA;NA
2009;63;368;156;52;NA;245;NA;NA;NA;NA;NA;NA;NA
2009;64;942;514;48;NA;475;NA;NA;NA;NA;NA;NA;NA
2009;65;873;662;45;NA;417;NA;NA;NA;NA;NA;NA;NA
2009;66;331;272;35;NA;303;NA;NA;NA;NA;NA;NA;NA
2009;67;314;205;33;NA;259;NA;NA;NA;NA;NA;NA;NA
2009;68;332;256;21;NA;176;NA;NA;NA;NA;NA;NA;NA
2009;69;333;259;10;NA;119;NA;NA;NA;NA;NA;NA;NA
2009;70;332;108;47;NA;381;NA;NA;NA;NA;NA;NA;NA
2009;71;257;71;46;NA;269;NA;NA;NA;NA;NA;NA;NA
2009;72;113;72;4;NA;57;NA;NA;NA;NA;NA;NA;NA
2009;73;47;25;2;NA;14;NA;NA;NA;NA;NA;NA;NA
2009;74;207;98;41;NA;235;NA;NA;NA;NA;NA;NA;NA
2009;76;11;5;1;NA;3;NA;NA;NA;NA;NA;NA;NA
2009;77;7;5;3;NA;5;NA;NA;NA;NA;NA;NA;NA
2009;85;155;112;22;NA;115;NA;NA;NA;NA;NA;NA;NA
2009;86;207;125;31;NA;200;NA;NA;NA;NA;NA;NA;NA
2009;87;306;198;17;NA;121;NA;NA;NA;NA;NA;NA;NA
2010;1;219;80;73;NA;202;NA;NA;NA;NA;NA;NA;NA
2010;2;203;57;47;NA;121;NA;NA;NA;NA;NA;NA;NA
2010;3;30;12;8;NA;61;NA;NA;NA;NA;NA;NA;NA
2010;4;192;66;17;NA;232;NA;NA;NA;NA;NA;NA;NA
2010;5;336;127;88;NA;267;NA;NA;NA;NA;NA;NA;NA
2010;6;289;180;159;NA;325;NA;NA;NA;NA;NA;NA;NA
2010;7;253;171;40;NA;359;NA;NA;NA;NA;NA;NA;NA
2010;8;66;49;10;NA;120;NA;NA;NA;NA;NA;NA;NA
2010;9;229;106;40;NA;505;NA;NA;NA;NA;NA;NA;NA
2010;10;108;51;5;NA;140;NA;NA;NA;NA;NA;NA;NA
2010;11;180;115;74;NA;318;NA;NA;NA;NA;NA;NA;NA
2010;12;53;32;16;NA;91;NA;NA;NA;NA;NA;NA;NA
2010;13;35;24;6;NA;67;NA;NA;NA;NA;NA;NA;NA
2010;14;152;83;45;NA;263;NA;NA;NA;NA;NA;NA;NA
2010;15;80;63;22;NA;126;NA;NA;NA;NA;NA;NA;NA
2010;16;228;106;66;NA;373;NA;NA;NA;NA;NA;NA;NA
2010;17;216;114;14;NA;225;NA;NA;NA;NA;NA;NA;NA
2010;18;318;152;35;NA;432;NA;NA;NA;NA;NA;NA;NA
2010;19;354;219;48;NA;770;NA;NA;NA;NA;NA;NA;NA
2010;20;232;125;3;NA;62;NA;NA;NA;NA;NA;NA;NA
2010;21;206;145;33;NA;326;NA;NA;NA;NA;NA;NA;NA
2010;22;375;232;42;NA;601;NA;NA;NA;NA;NA;NA;NA
2010;23;199;132;47;NA;309;NA;NA;NA;NA;NA;NA;NA
2010;24;156;77;15;NA;158;NA;NA;NA;NA;NA;NA;NA
2010;25;230;207;46;NA;447;NA;NA;NA;NA;NA;NA;NA
2010;26;275;249;84;NA;493;NA;NA;NA;NA;NA;NA;NA
2010;27;678;440;139;NA;684;NA;NA;NA;NA;NA;NA;NA
2010;28;342;292;39;NA;377;NA;NA;NA;NA;NA;NA;NA
2010;29;110;99;12;NA;128;NA;NA;NA;NA;NA;NA;NA
2010;30;190;168;13;NA;151;NA;NA;NA;NA;NA;NA;NA
2010;31;323;263;43;NA;381;NA;NA;NA;NA;NA;NA;NA
2010;32;444;297;47;NA;446;NA;NA;NA;NA;NA;NA;NA
2010;33;278;251;25;NA;293;NA;NA;NA;NA;NA;NA;NA
2010;34;68;52;7;NA;58;NA;NA;NA;NA;NA;NA;NA
2010;35;155;121;31;NA;190;NA;NA;NA;NA;NA;NA;NA
2010;36;176;143;8;NA;62;NA;NA;NA;NA;NA;NA;NA
2010;37;75;62;9;NA;56;NA;NA;NA;NA;NA;NA;NA
2010;60;435;288;114;NA;378;NA;NA;NA;NA;NA;NA;NA
2010;61;370;220;56;NA;352;NA;NA;NA;NA;NA;NA;NA
2010;62;293;175;41;NA;203;NA;NA;NA;NA;NA;NA;NA
2010;63;277;148;50;NA;265;NA;NA;NA;NA;NA;NA;NA
2010;64;747;372;46;NA;438;NA;NA;NA;NA;NA;NA;NA
2010;65;675;490;45;NA;436;NA;NA;NA;NA;NA;NA;NA
2010;66;264;202;33;NA;289;NA;NA;NA;NA;NA;NA;NA
2010;67;274;138;41;NA;253;NA;NA;NA;NA;NA;NA;NA
2010;68;282;249;12;NA;114;NA;NA;NA;NA;NA;NA;NA
2010;69;218;163;11;NA;116;NA;NA;NA;NA;NA;NA;NA
2010;70;264;87;47;NA;380;NA;NA;NA;NA;NA;NA;NA
2010;71;203;60;42;NA;269;NA;NA;NA;NA;NA;NA;NA
2010;72;89;48;4;NA;55;NA;NA;NA;NA;NA;NA;NA
2010;73;30;13;4;NA;18;NA;NA;NA;NA;NA;NA;NA
2010;74;168;86;36;NA;233;NA;NA;NA;NA;NA;NA;NA
2010;76;11;4;0;NA;0;NA;NA;NA;NA;NA;NA;NA
2010;77;11;7;1;NA;1;NA;NA;NA;NA;NA;NA;NA
2010;85;89;66;20;NA;105;NA;NA;NA;NA;NA;NA;NA
2010;86;114;92;13;NA;117;NA;NA;NA;NA;NA;NA;NA
2010;87;150;116;29;NA;163;NA;NA;NA;NA;NA;NA;NA
2011;1;245;90;76;NA;252;NA;NA;NA;NA;NA;NA;NA
2011;2;202;41;67;NA;144;NA;NA;NA;NA;NA;NA;NA
2011;3;43;20;11;NA;64;NA;NA;NA;NA;NA;NA;NA
2011;4;254;98;11;NA;233;NA;NA;NA;NA;NA;NA;NA
2011;5;315;172;89;NA;328;NA;NA;NA;NA;NA;NA;NA
2011;6;250;134;121;NA;409;NA;NA;NA;NA;NA;NA;NA
2011;7;239;150;39;NA;369;NA;NA;NA;NA;NA;NA;NA
2011;8;46;36;6;NA;83;NA;NA;NA;NA;NA;NA;NA
2011;9;210;99;37;NA;470;NA;NA;NA;NA;NA;NA;NA
2011;10;75;39;6;NA;172;NA;NA;NA;NA;NA;NA;NA
2011;11;166;113;65;NA;306;NA;NA;NA;NA;NA;NA;NA
2011;12;47;28;17;NA;93;NA;NA;NA;NA;NA;NA;NA
2011;13;41;25;4;NA;49;NA;NA;NA;NA;NA;NA;NA
2011;14;160;97;52;NA;293;NA;NA;NA;NA;NA;NA;NA
2011;15;90;62;21;NA;110;NA;NA;NA;NA;NA;NA;NA
2011;16;243;110;76;NA;334;NA;NA;NA;NA;NA;NA;NA
2011;17;228;129;18;NA;317;NA;NA;NA;NA;NA;NA;NA
2011;18;337;200;49;NA;568;NA;NA;NA;NA;NA;NA;NA
2011;19;430;237;31;NA;522;NA;NA;NA;NA;NA;NA;NA
2011;20;232;111;8;NA;190;NA;NA;NA;NA;NA;NA;NA
2011;21;196;130;26;NA;323;NA;NA;NA;NA;NA;NA;NA
2011;22;449;289;46;NA;696;NA;NA;NA;NA;NA;NA;NA
2011;23;180;130;31;NA;274;NA;NA;NA;NA;NA;NA;NA
2011;24;135;75;14;NA;149;NA;NA;NA;NA;NA;NA;NA
2011;25;212;201;57;NA;506;NA;NA;NA;NA;NA;NA;NA
2011;26;308;289;75;NA;534;NA;NA;NA;NA;NA;NA;NA
2011;27;709;447;108;NA;647;NA;NA;NA;NA;NA;NA;NA
2011;28;380;335;42;NA;440;NA;NA;NA;NA;NA;NA;NA
2011;29;136;123;9;NA;153;NA;NA;NA;NA;NA;NA;NA
2011;30;208;198;12;NA;110;NA;NA;NA;NA;NA;NA;NA
2011;31;335;256;39;NA;360;NA;NA;NA;NA;NA;NA;NA
2011;32;399;280;43;NA;445;NA;NA;NA;NA;NA;NA;NA
2011;33;256;228;37;NA;347;NA;NA;NA;NA;NA;NA;NA
2011;34;94;78;4;NA;34;NA;NA;NA;NA;NA;NA;NA
2011;35;190;152;22;NA;174;NA;NA;NA;NA;NA;NA;NA
2011;36;201;169;9;NA;97;NA;NA;NA;NA;NA;NA;NA
2011;37;84;70;5;NA;32;NA;NA;NA;NA;NA;NA;NA
2011;60;501;362;83;NA;415;NA;NA;NA;NA;NA;NA;NA
2011;61;423;234;64;NA;392;NA;NA;NA;NA;NA;NA;NA
2011;62;236;184;44;NA;247;NA;NA;NA;NA;NA;NA;NA
2011;63;341;165;56;NA;293;NA;NA;NA;NA;NA;NA;NA
2011;64;770;443;54;NA;518;NA;NA;NA;NA;NA;NA;NA
2011;65;688;473;30;NA;383;NA;NA;NA;NA;NA;NA;NA
2011;66;234;182;21;NA;251;NA;NA;NA;NA;NA;NA;NA
2011;67;341;218;30;NA;245;NA;NA;NA;NA;NA;NA;NA
2011;68;283;246;15;NA;134;NA;NA;NA;NA;NA;NA;NA
2011;69;219;160;18;NA;153;NA;NA;NA;NA;NA;NA;NA
2011;70;292;97;45;NA;349;NA;NA;NA;NA;NA;NA;NA
2011;71;220;71;45;NA;305;NA;NA;NA;NA;NA;NA;NA
2011;72;102;67;4;NA;93;NA;NA;NA;NA;NA;NA;NA
2011;73;22;9;2;NA;9;NA;NA;NA;NA;NA;NA;NA
2011;74;153;91;43;NA;245;NA;NA;NA;NA;NA;NA;NA
2011;76;16;10;0;NA;0;NA;NA;NA;NA;NA;NA;NA
2011;77;7;3;1;NA;6;NA;NA;NA;NA;NA;NA;NA
2011;85;105;76;13;NA;79;NA;NA;NA;NA;NA;NA;NA
2011;86;126;104;20;NA;164;NA;NA;NA;NA;NA;NA;NA
2011;87;204;160;18;NA;177;NA;NA;NA;NA;NA;NA;NA
2012;1;250;82;97;NA;234;NA;NA;NA;NA;NA;NA;NA
2012;2;225;54;49;NA;111;NA;NA;NA;NA;NA;NA;NA
2012;3;51;18;10;NA;61;NA;NA;NA;NA;NA;NA;NA
2012;4;253;105;21;NA;309;NA;NA;NA;NA;NA;NA;NA
2012;5;313;190;87;NA;309;NA;NA;NA;NA;NA;NA;NA
2012;6;314;169;134;NA;354;NA;NA;NA;NA;NA;NA;NA
2012;7;279;191;42;NA;463;NA;NA;NA;NA;NA;NA;NA
2012;8;55;46;8;NA;82;NA;NA;NA;NA;NA;NA;NA
2012;9;224;135;27;NA;366;NA;NA;NA;NA;NA;NA;NA
2012;10;120;63;3;NA;81;NA;NA;NA;NA;NA;NA;NA
2012;11;212;154;68;NA;392;NA;NA;NA;NA;NA;NA;NA
2012;12;56;42;13;NA;101;NA;NA;NA;NA;NA;NA;NA
2012;13;41;25;3;NA;35;NA;NA;NA;NA;NA;NA;NA
2012;14;172;117;36;NA;289;NA;NA;NA;NA;NA;NA;NA
2012;15;103;72;26;NA;126;NA;NA;NA;NA;NA;NA;NA
2012;16;261;132;64;NA;337;NA;NA;NA;NA;NA;NA;NA
2012;17;225;156;12;NA;262;NA;NA;NA;NA;NA;NA;NA
2012;18;369;177;30;NA;450;NA;NA;NA;NA;NA;NA;NA
2012;19;403;215;46;NA;687;NA;NA;NA;NA;NA;NA;NA
2012;20;186;129;12;NA;211;NA;NA;NA;NA;NA;NA;NA
2012;21;188;135;30;NA;316;NA;NA;NA;NA;NA;NA;NA
2012;22;421;320;48;NA;680;NA;NA;NA;NA;NA;NA;NA
2012;23;187;124;28;NA;285;NA;NA;NA;NA;NA;NA;NA
2012;24;138;57;11;NA;133;NA;NA;NA;NA;NA;NA;NA
2012;25;229;223;42;NA;425;NA;NA;NA;NA;NA;NA;NA
2012;26;305;271;56;NA;421;NA;NA;NA;NA;NA;NA;NA
2012;27;669;450;119;NA;677;NA;NA;NA;NA;NA;NA;NA
2012;28;366;322;28;NA;373;NA;NA;NA;NA;NA;NA;NA
2012;29;125;111;7;NA;93;NA;NA;NA;NA;NA;NA;NA
2012;30;196;185;12;NA;138;NA;NA;NA;NA;NA;NA;NA
2012;31;417;343;38;NA;397;NA;NA;NA;NA;NA;NA;NA
2012;32;350;298;25;NA;396;NA;NA;NA;NA;NA;NA;NA
2012;33;261;234;28;NA;282;NA;NA;NA;NA;NA;NA;NA
2012;34;68;61;5;NA;51;NA;NA;NA;NA;NA;NA;NA
2012;35;194;170;27;NA;210;NA;NA;NA;NA;NA;NA;NA
2012;36;190;161;13;NA;83;NA;NA;NA;NA;NA;NA;NA
2012;37;86;76;3;NA;16;NA;NA;NA;NA;NA;NA;NA
2012;60;447;336;99;NA;410;NA;NA;NA;NA;NA;NA;NA
2012;61;396;268;51;NA;324;NA;NA;NA;NA;NA;NA;NA
2012;62;314;189;40;NA;269;NA;NA;NA;NA;NA;NA;NA
2012;63;256;161;35;NA;196;NA;NA;NA;NA;NA;NA;NA
2012;64;547;418;36;NA;456;NA;NA;NA;NA;NA;NA;NA
2012;65;708;465;35;NA;463;NA;NA;NA;NA;NA;NA;NA
2012;66;252;193;20;NA;190;NA;NA;NA;NA;NA;NA;NA
2012;67;302;208;26;NA;216;NA;NA;NA;NA;NA;NA;NA
2012;68;301;269;16;NA;181;NA;NA;NA;NA;NA;NA;NA
2012;69;230;178;13;NA;98;NA;NA;NA;NA;NA;NA;NA
2012;70;261;76;37;NA;395;NA;NA;NA;NA;NA;NA;NA
2012;71;224;70;36;NA;300;NA;NA;NA;NA;NA;NA;NA
2012;72;89;81;3;NA;57;NA;NA;NA;NA;NA;NA;NA
2012;73;30;22;3;NA;9;NA;NA;NA;NA;NA;NA;NA
2012;74;160;77;43;NA;239;NA;NA;NA;NA;NA;NA;NA
2012;76;11;6;1;NA;10;NA;NA;NA;NA;NA;NA;NA
2012;77;5;4;0;NA;0;NA;NA;NA;NA;NA;NA;NA
2012;85;110;74;14;NA;89;NA;NA;NA;NA;NA;NA;NA
2012;86;124;93;24;NA;221;NA;NA;NA;NA;NA;NA;NA
2012;87;211;156;12;NA;105;NA;NA;NA;NA;NA;NA;NA
2013;1;215;67;75;3017;176;72;NA;NA;NA;NA;NA;NA
2013;2;212;46;71;2443;125;61;NA;NA;NA;NA;NA;NA
2013;3;36;22;16;533;63;15;NA;NA;NA;NA;NA;NA
2013;4;253;100;16;747;273;15;NA;NA;NA;NA;NA;NA
2013;5;316;166;72;3558;382;72;NA;NA;NA;NA;NA;NA
2013;6;361;196;121;3199;402;111;NA;NA;NA;NA;NA;NA
2013;7;297;202;49;2000;460;43;NA;NA;NA;NA;NA;NA
2013;8;57;45;3;92;71;3;NA;NA;NA;NA;NA;NA
2013;9;229;132;37;1764;525;34;NA;NA;NA;NA;NA;NA
2013;10;102;66;7;657;170;7;NA;NA;NA;NA;NA;NA
2013;11;162;127;67;2392;326;63;NA;NA;NA;NA;NA;NA
2013;12;50;33;10;204;93;10;NA;NA;NA;NA;NA;NA
2013;13;29;23;5;98;55;5;NA;NA;NA;NA;NA;NA
2013;14;190;126;45;1821;343;43;NA;NA;NA;NA;NA;NA
2013;15;133;100;22;260;110;20;NA;NA;NA;NA;NA;NA
2013;16;252;161;64;1241;318;61;NA;NA;NA;NA;NA;NA
2013;17;221;167;7;496;267;7;NA;NA;NA;NA;NA;NA
2013;18;325;187;42;1826;465;42;NA;NA;NA;NA;NA;NA
2013;19;385;221;28;2319;527;27;NA;NA;NA;NA;NA;NA
2013;20;220;133;6;102;89;6;NA;NA;NA;NA;NA;NA
2013;21;196;134;29;1017;313;28;NA;NA;NA;NA;NA;NA
2013;22;412;318;33;2013;651;33;NA;NA;NA;NA;NA;NA
2013;23;175;143;27;1005;292;26;NA;NA;NA;NA;NA;NA
2013;24;119;66;12;426;154;11;NA;NA;NA;NA;NA;NA
2013;25;255;242;32;3275;430;32;NA;NA;NA;NA;NA;NA
2013;26;358;290;49;2181;419;49;NA;NA;NA;NA;NA;NA
2013;27;608;448;97;2945;650;94;NA;NA;NA;NA;NA;NA
2013;28;356;314;36;774;422;36;NA;NA;NA;NA;NA;NA
2013;29;124;106;6;113;91;6;NA;NA;NA;NA;NA;NA
2013;30;207;190;10;128;102;10;NA;NA;NA;NA;NA;NA
2013;31;335;261;28;731;368;26;NA;NA;NA;NA;NA;NA
2013;32;269;234;23;1589;427;23;NA;NA;NA;NA;NA;NA
2013;33;280;238;17;471;225;17;NA;NA;NA;NA;NA;NA
2013;34;100;92;9;105;82;8;NA;NA;NA;NA;NA;NA
2013;35;156;136;17;242;168;16;NA;NA;NA;NA;NA;NA
2013;36;187;165;6;51;42;6;NA;NA;NA;NA;NA;NA
2013;37;85;71;4;36;30;4;NA;NA;NA;NA;NA;NA
2013;60;454;321;92;1526;407;83;NA;NA;NA;NA;NA;NA
2013;61;370;218;52;1042;341;51;NA;NA;NA;NA;NA;NA
2013;62;213;158;26;448;204;26;NA;NA;NA;NA;NA;NA
2013;63;291;194;36;621;246;34;NA;NA;NA;NA;NA;NA
2013;64;568;449;31;715;397;29;NA;NA;NA;NA;NA;NA
2013;65;689;485;25;449;297;25;NA;NA;NA;NA;NA;NA
2013;66;294;247;7;135;107;7;NA;NA;NA;NA;NA;NA
2013;67;369;249;18;273;176;16;NA;NA;NA;NA;NA;NA
2013;68;293;263;11;175;116;10;NA;NA;NA;NA;NA;NA
2013;69;202;167;7;123;87;7;NA;NA;NA;NA;NA;NA
2013;70;248;122;45;1287;393;44;NA;NA;NA;NA;NA;NA
2013;71;258;85;50;1310;311;43;NA;NA;NA;NA;NA;NA
2013;72;78;66;3;84;70;3;NA;NA;NA;NA;NA;NA
2013;73;25;19;1;0;0;0;NA;NA;NA;NA;NA;NA
2013;74;146;89;42;730;229;42;NA;NA;NA;NA;NA;NA
2013;76;18;9;1;9;9;1;NA;NA;NA;NA;NA;NA
2013;77;4;1;0;0;0;0;NA;NA;NA;NA;NA;NA
2013;85;91;74;10;123;76;10;NA;NA;NA;NA;NA;NA
2013;86;102;84;12;225;142;12;NA;NA;NA;NA;NA;NA
2013;87;177;115;8;108;93;8;NA;NA;NA;NA;NA;NA
2014;1;222;68;80;2917;164;77;1699;1218;99;65;34;23
2014;2;228;53;41;1529;106;41;720;809;48;58;17;15
2014;3;45;13;7;119;45;7;36;83;16;29;NA;4
